Gene ID,Localization,Product Description,Category,CtermTryptag,NtermTryptag
Tb927.11.12940,cytosol,"Uncharacterised protein family (UPF0160), putative",ZUnknown,cytosol,"nucleoplasm[25%,strong]"
Tb927.4.380,Unknown,"WD domain, G-beta repeat, putative",ZUnknown,Unknown,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.6.4320,endoplasmic reticulum,"Protein of Unknown function (DUF2817), putative",ZUnknown,endoplasmic reticulum,"endocytic,cytoplasm[weak]"
Tb927.8.820,Unknown,"VID27 cytoplasmic protein, putative",ZUnknown,Unknown,"nuclear envelope,endoplasmic reticulum,flagellar pocket[ring]"
Tb927.11.16090,flagellum 1,"Outer dynein arm docking complex protein 2, putative",Cytoskeleton,flagellum 1,axoneme[distal]
Tb927.10.12510,secretory/endocytic 2,"P-type H+-ATPase, putative",Ions,secretory/endocytic 2,0
Tb927.10.4040,endoplasmic reticulum,3-keto-dihydrosphingosine reductase,Lipids,endoplasmic reticulum,0
Tb927.11.16970,cytosol,"protein phosphatase 4, putative",Protein.phosphatase,cytosol,cytoplasm[50%]
Tb927.11.1370,cytosol,Dithiol glutaredoxin 1,Redox,cytosol,0
Tb927.11.7140,Unknown,"cell cycle sequence binding phosphoprotein (RBP33), putative",RNA.binding,Unknown,"cytoplasm[75%,points],cytoplasm[patchy,25%]"
Tb927.7.320,Unknown,RNA-binding protein 8,RNA.binding,Unknown,Unknown
Tb927.10.6800,ribonucleoproteins 1,"developmentally regulated GTP-binding protein, putative",Translation,ribonucleoproteins 1,cytoplasm
Tb927.11.9610,ribonucleoproteins 1,eukaryotic translation initiation factor 3 subunit i,Translation,ribonucleoproteins 1,cytoplasm[patchy]
Tb927.7.3180,Unknown,"adaptor complex AP-1 medium subunit, putative, Mu-adaptin 1, putative",Vesicular.transport,Unknown,"cytoplasm[points],flagellar cytoplasm[weak]"
Tb927.11.2930,Unknown,"membrane-associated protein, putative",ZUnknown,Unknown,Unknown
Tb927.11.3770,flagellum 1,"Dpy-30 motif containing protein, putative",ZUnknown,flagellum 1,0
Tb927.6.2130,Unknown,"nuclear movement protein, putative",ZUnknown,Unknown,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.6.5080,Unknown,"Protein of Unknown function (DUF3808), putative",ZUnknown,Unknown,endoplasmic reticulum
Tb927.9.2980,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"axoneme[strong],cytoplasm,nucleoplasm"
Tb927.11.1150,flagellum 1,radial spoke protein 3,Cytoskeleton,flagellum 1,axoneme
Tb927.5.1030,mitochondrion - matrix 2,Iron-sulfur assembly protein 2,Enzyme,mitochondrion - matrix 2,0
Tb927.11.6370,flagellum 1,"leucine-rich repeat protein (LRRP), putative",LRRP,flagellum 1,0
Tb927.11.180,mitochondrion - matrix 2,"electron transfer flavoprotein, putative",Mito.e.transport,mitochondrion - matrix 2,"cytoplasm[weak,points]"
Tb927.10.5540,mitochondrion - matrix 2,"hypothetical protein, conserved",Mito.pathway,mitochondrion - matrix 2,0
Tb927.2.3800,mitochondrion - matrix 2,RNA-editing substrate binding complex protein RESC2,Mito.RNA,mitochondrion - matrix 2,0
Tb927.8.990,Unknown,RNA-binding protein 33 (RNA-binding motif protein 33),RNA.binding,Unknown,"nucleoplasm[75%],cytoplasm[25%],flagellar cytoplasm[25%],nuclear lumen[25%]"
Tb927.5.4410,nucleus,"RRP15-like protein, putative",rRNA.tRNA.process,nucleus,0
Tb927.8.4610,Unknown,Ras-related protein RabX1,Vesicular.transport,Unknown,"endocytic,flagellar pocket[25%]"
Tb05.5K5.60,Unknown,"RRP15-like protein, putative",ZUnknown,Unknown,Unknown
Tb927.8.2290,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"nucleoplasm[strong,25%],axoneme[25%],cytoplasm"
Tb927.11.15480,cytosol,"heat shock protein Hsp20, putative",Chaperone,cytosol,"cytoplasm[50%],cytoplasm[patchy],flagellar cytoplasm[50%],nuclear lumen[50%]"
Tb927.5.510,mitochondrion - IM,putative succinate dehydrogenase subunit,Mito.e.transport,mitochondrion - IM,0
Tb927.6.2490,mitochondrion - IM,succinate dehydrogenase subunit 7,Mito.e.transport,mitochondrion - IM,"endocytic,cytoplasm[reticulated,weak]"
Tb927.6.2030,Unknown,"STE/STE11 serine/threonine-protein kinase, putative",Protein.kinase,Unknown,Unknown
Tb927.10.10010,ribonucleoproteins 1,"mRNA turnover protein 4 homolog, putative",Ribosome,ribonucleoproteins 1,"nucleolus,cytoplasm[weak],nucleoplasm[weak]"
Tb927.11.2260,ribonucleoproteins 1,Eukaryotic translation initiation factor 4E-1,Translation,ribonucleoproteins 1,cytoplasm[points]
Tb927.11.13470,Unknown,"PPPDE putative peptidase domain containing protein, putative",ZUnknown,Unknown,0
Tb927.11.2465,Unknown,hypothetical protein,ZUnknown,Unknown,Unknown
Tb927.11.2570,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,0
Tb927.11.3710,flagellum 1,"coiled-coil domain-containing protein 173, putative",ZUnknown,flagellum 1,mitochondrion
Tb927.4.2320,endoplasmic reticulum,ER membrane protein complex subunit 5,ZUnknown,endoplasmic reticulum,"endoplasmic reticulum,nuclear envelope"
Tb927.5.2320,ribonucleoproteins 1,"Mak10 subunit, NatC N(alpha)-terminal acetyltransferase, putative",ZUnknown,ribonucleoproteins 1,cytoplasm[patchy]
Tb11.v5.0783,Unknown,"methionine aminopeptidase 2, putative",Amino.acids,Unknown,Unknown
Tb927.11.14300,flagellum 1,"Dynein intermediate chain, axonemal",Cytoskeleton,flagellum 1,"cytoplasm,axoneme[<10%],flagellar cytoplasm,nuclear lumen"
Tb927.4.4650,cytosol,"diphthine synthase, putative",Enzyme,cytosol,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.8.2520,cytosol,"acetyl-CoA synthetase, putative",Glucose.glycerol,cytosol,"cytoplasm,nucleoplasm[strong,25%],flagellar cytoplasm,nuclear lumen"
Tb927.8.6080,mitochondrion - OM,"Glycerophosphoryl diester phosphodiesterase family, putative",Mito.pathway,mitochondrion - OM,"endocytic,cytoplasm[weak,reticulated]"
Tb927.11.980,microtubule structures 2,Nucleoporin NUP158,Nuclear.transport,microtubule structures 2,nuclear pore[50%]
Tb927.10.1420,Unknown,"metallo-peptidase, Clan MG, Family M24",Protease,Unknown,"cytoplasm,flagellar cytoplasm[weak]"
Tb11.v5.0624,Unknown,"retrotransposon hot spot protein (PHS), putative",RHS,Unknown,0
Tb927.3.5620,nucleus,"Facilitates chromatin transcription complex subunit spt16, FACT complex subunit SPT16",RNA.synthesis,nucleus,nucleoplasm
Tb927.6.700,cytosol,"alanyl-tRNA synthetase, putative",Translation.tRNA,cytosol,"cytoplasm,flagellar cytoplasm"
Tb927.11.10300,cytosol,"hypothetical protein, conserved",ZUnknown,cytosol,nuclear lumen
Tb927.6.570,flagellum 1,conserved protein,ZUnknown,flagellum 1,"cytoplasm[reticulated,points]"
Tb927.7.2160,secretory/endocytic 3,"hypothetical protein, conserved",ZUnknown,secretory/endocytic 3,0
Tb927.7.2740,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,endocytic
Tb927.9.3440,flagellum 1,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative",Chaperone,flagellum 1,"axoneme,cytoplasm[weak]"
Tb927.10.14980,intraflagellar transport,intraflagellar transport protein 52,Cytoskeleton,intraflagellar transport,intraflagellar transport particle
Tb927.11.8870,mitochondrion - matrix 2,"DEAD-box ATP-dependent RNA helicase, mitochondrial",Mito.RNA,mitochondrion - matrix 2,"cytoplasm,nuclear lumen"
Tb927.11.10080,mitochondrion - matrix 1,"LSU ribosomal protein, mitochondrial, putative",Mito.translation,mitochondrion - matrix 1,endocytic
Tb927.8.870,ribonucleoproteins 1,"CAMK/CAMKL family protein kinase, putative",Protein.kinase,ribonucleoproteins 1,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.6.1080,cytosol,"hydroxyacylglutathione hydrolase, putative, glyoxalase II",Redox,cytosol,"cytoplasm[50%],cytoplasm[weak,50%],flagellar cytoplasm[50%],nuclear lumen[50%]"
Tb927.11.14220,cytosol,Regulator of ESAG9-1,RNA.binding,cytosol,cytoplasm[points]
Tb927.8.1510,nucleus,"ATP-dependent RNA helicase DBP2B, putative",rRNA.tRNA.process,nucleus,"nucleolus[strong],nucleoplasm,nucleoplasm[points]"
Tb927.10.15530,ribonucleoproteins 1,"ABC transport system ATP-binding protein, putative",Transporter,ribonucleoproteins 1,0
Tb927.10.13800,ribonucleoproteins 1,"hypothetical protein, conserved",ZUnknown,ribonucleoproteins 1,cytoplasm
Tb927.8.4400,flagellum 1,"Outer dynein arm docking complex protein 1, putative",ZUnknown,flagellum 1,axoneme[proximal]
Tb11.v5.0616,Unknown,"paraflagellar rod protein, putative",Cytoskeleton,Unknown,0
Tb927.11.3250,flagellum 1,"dynein heavy chain, putative",Cytoskeleton,flagellum 1,0
Tb927.7.5480,mitochondrion - matrix 2,dihydrofolate reductase-thymidylate synthase,Folate,mitochondrion - matrix 2,cytoplasm[reticulated]
Tb927.9.4200,Unknown,fatty acyl CoA synthetase 2,Lipids,Unknown,"cytoplasm[25%],cytoplasm[reticulated,weak,75%]"
Tb927.6.4090,mitochondrion - matrix 2,"chaperonin HSP60, mitochondrial precursor, putative",Mito.biogenesis,mitochondrion - matrix 2,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.10.5050,mitochondrion - IM,mitochondrial ATP synthase epsilon chain,Mito.pathway,mitochondrion - IM,cytoplasm
Tb927.11.1620,mitochondrion - IM,"hypothetical protein, conserved",Mito.pathway,mitochondrion - IM,mitochondrion
Tb927.9.11720,mitochondrion - matrix 2,Iron-sulfur cluster assembly protein,Mito.pathway,mitochondrion - matrix 2,0
Tb927.7.5760,microtubule structures 2,"mRNA transport regulator MTR2, putative",Nuclear.transport,microtubule structures 2,nuclear pore
Tb927.10.13510,mitochondrion - IM,"zinc metallopeptidase, putative",Protease,mitochondrion - IM,0
Tb11.v5.0904,Unknown,"glutaredoxin-like protein, putative",Redox,Unknown,Unknown
Tb927.9.3590,mitochondrion - matrix 2,"monothiol glutaredoxin, putative",Redox,mitochondrion - matrix 2,0
Tb927.9.11840,nucleus,"pre-rRNA-processing protein PNO1, putative",rRNA.tRNA.process,nucleus,"nucleolus,nucleoplasm[weak]"
Tb11.v5.0877,Unknown,"eukaryotic translation initiation factor 3 subunit 8, putative",Translation,Unknown,Unknown
Tb927.10.8270,ribonucleoproteins 1,eukaryotic translation initiation factor 3 subunit c,Translation,ribonucleoproteins 1,cytoplasm[patchy]
Tb927.10.8290,Unknown,eukaryotic translation initiation factor 3 subunit c,Translation,Unknown,Unknown
Tb927.4.4350,endoplasmic reticulum,"emp24/gp25L/p24 family/GOLD, putative",Vesicular.transport,endoplasmic reticulum,0
Tb927.11.10540,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,paraflagellar rod
Tb927.11.2245,Unknown,mitochondrial ATP synthase subunit ATPEG4,ZUnknown,Unknown,Unknown
Tb927.11.6610,ribonucleoproteins 1,"hypothetical protein, conserved",ZUnknown,ribonucleoproteins 1,0
Tb927.3.3820,endoplasmic reticulum,"hypothetical protein, conserved",ZUnknown,endoplasmic reticulum,"endoplasmic reticulum[weak],nuclear envelope"
Tb927.3.5060,microtubule structures 2,"Ankyrin repeats (many copies)/Ankyrin repeats (3 copies), putative",ZUnknown,microtubule structures 2,"axoneme[strong],cytoplasm[weak]"
Tb927.7.6260,endoplasmic reticulum,ER membrane protein complex subunit 2,ZUnknown,endoplasmic reticulum,0
Tb927.6.4430,Unknown,homoserine kinase,Amino.acids,Unknown,Unknown
Tb927.9.10580,mitochondrion - IM,"3-demethylubiquinone-9 3-methyltransferase, putative",Enzyme,mitochondrion - IM,"cytoplasm[points],cytoplasm[weak]"
Tb927.3.3180,Unknown,Nucleoporin NUP98,Nuclear.transport,Unknown,nuclear pore
Tb927.11.10820,Unknown,"Casein kinase II subunit beta, putative",Protein.kinase,Unknown,"cytoplasm,basal body,flagellar cytoplasm,nuclear lumen"
Tb927.10.1510,Unknown,CCR4-NOT transcription complex subunit 1,RNA.degradation,Unknown,0
Tb927.8.1960,Unknown,CCR4-NOT transcription complex subunit 11,RNA.degradation,Unknown,cytoplasm[points]
Tb927.10.14090,Unknown,"transporter, putative",Transporter,Unknown,Unknown
Tb927.10.9740,proteasome regulatory particle,Regulatory particle triple-A ATPase subunit 6,Ubiquitin.proteasome,proteasome regulatory particle,"nucleoplasm[strong],cytoplasm"
Tb11.v5.0584,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.11.440,Unknown,SUI1 domain-containing protein,ZUnknown,Unknown,0
Tb927.3.640,endoplasmic reticulum,"hypothetical protein, conserved",ZUnknown,endoplasmic reticulum,"endocytic,cytoplasm[reticulated]"
Tb927.9.13070,Unknown,Heat shock factor binding 1 domain-containing protein,ZUnknown,Unknown,"hook complex[strong],cytoplasm,flagellar cytoplasm"
Tb927.9.9810,endoplasmic reticulum,"hypothetical protein, conserved",ZUnknown,endoplasmic reticulum,0
Tb927.10.6610,endoplasmic reticulum,"chaperone protein DnaJ, putative",Chaperone,endoplasmic reticulum,0
Tb927.10.2640,intraflagellar transport,intraflagellar transport protein 81,Cytoskeleton,intraflagellar transport,"intraflagellar transport particle[25%],cytoplasm[weak]"
Tb927.11.5680,Unknown,"dynein light chain 1, axonemal",Cytoskeleton,Unknown,"axoneme,cytoplasm"
Tb927.8.4640,flagellum 1,cAMP response protein 9,Cytoskeleton,flagellum 1,axoneme
Tb927.8.1740,mitochondrion - IM,Mitochondrial import inner membrane translocase subunit TIM62,Mito.biogenesis,mitochondrion - IM,"cytoplasm[reticulated],endocytic"
Tb927.11.17015,Unknown,"Cytochrome c oxidase assembly factor 6 homolog, putative",Mito.e.transport,Unknown,Unknown
Tb927.10.5140,Unknown,Mitogen-activated protein kinase 6,Protein.kinase,Unknown,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.11.7150,cytosol,NGG1 interacting factor 3-like,rRNA.tRNA.process,cytosol,0
Tb11.v5.0525,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.10.7925,mitochondrion - IM,hypothetical protein,ZUnknown,mitochondrion - IM,"endocytic[weak],cytoplasm[<10%],flagellar cytoplasm[<10%],nuclear lumen[<10%]"
Tb927.11.16710,mitochondrion - IM,"hypothetical protein, conserved",ZUnknown,mitochondrion - IM,"endocytic,cytoplasm[weak]"
Tb927.4.1890,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"nucleolus[strong],nucleoplasm,axoneme,cytoplasm[weak]"
Tb927.9.15260,endoplasmic reticulum,"ubx domain containing protein, putative",ZUnknown,endoplasmic reticulum,"cytoplasm[points],nucleus[points,75%]"
Tb927.7.5790,endoplasmic reticulum,"protein disulfide isomerase, putative",Chaperone,endoplasmic reticulum,0
Tb927.6.1770,Unknown,"kinesin, putative",Cytoskeleton,Unknown,"hook complex,microtubule quartet,cytoplasm"
Tb927.5.1100,cytosol,peroxisome targeting signal 1 receptor,Glycosome,cytosol,"cytoplasm[points,<10%],cytoplasm[weak,points]"
Tb927.7.7410,mitochondrion - matrix 2,"Trans-2-enoyl-ACP reductase 2, putative",Mito.pathway,mitochondrion - matrix 2,0
Tb927.10.5120,mitochondrion - matrix 2,KREPA6,Mito.RNA,mitochondrion - matrix 2,0
Tb927.9.3640,mitochondrion - matrix 1,"LSU ribosomal protein, mitochondrial, putative",Mito.translation,mitochondrion - matrix 1,"cytoplasm[points,reticulated]"
Tb927.8.6810,Unknown,"STE/STE11 serine/threonine-protein kinase, putative",Protein.kinase,Unknown,"cytoplasm,flagellar cytoplasm,basal body"
Tb927.3.800,acidocalcisomes,"Vacuolar iron transporter 1, putative",Transporter,acidocalcisomes,"acidocalcisome[50%],cytoplasm[50%]"
Tb927.1.3110,secretory/endocytic 1,"soluble N-ethylmaleimide sensitive factor (NSF) attachment protein, putative",Vesicular.transport,secretory/endocytic 1,"endocytic,cytoplasm"
Tb11.v5.0740,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.10.12030,nucleus - chromatin,"hypothetical protein, conserved",ZUnknown,nucleus - chromatin,"nucleoplasm,nucleolus[peripheral,strong]"
Tb927.10.3160,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"cytoplasm[reticulated,weak],axoneme[<10%]"
Tb927.11.13660,nucleus,"hypothetical protein, conserved",ZUnknown,nucleus,nucleolus
Tb927.11.5950,secretory/endocytic 3,"hypothetical protein, conserved",ZUnknown,secretory/endocytic 3,0
Tb927.11.5960,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,Unknown
Tb927.3.2420,endoplasmic reticulum,"Microsomal signal peptidase 12 kDa subunit (SPC12), putative",ZUnknown,endoplasmic reticulum,endoplasmic reticulum
Tb927.5.1690,flagellum 1,"hypothetical protein, conserved",ZUnknown,flagellum 1,"flagellum,cytoplasm[weak,points]"
Tb927.7.330,glycosomes,"Thioesterase-like superfamily, putative",ZUnknown,glycosomes,glycosome
Tb927.10.470,mitochondrion - IM,"choline dehydrogenase, putative",Amino.acids,mitochondrion - IM,cytoplasm[reticulated]
Tb927.10.5670,ribonucleoproteins 1,"N-acetyltransferase subunit Nat1, putative",Enzyme,ribonucleoproteins 1,cytoplasm
Tb927.3.1820,mitochondrion - matrix 2,mitochondrial RNA binding complex 1 subunit,Mito.RNA,mitochondrion - matrix 2,"cytoplasm[points],cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.5.3970,flagellum 1,"adenylate kinase, putative",Nucleotides,flagellum 1,"axoneme,cytoplasm"
Tb927.7.3360,Unknown,farnesyl pyrophosphate synthase,Prenylation,Unknown,Unknown
Tb927.8.3060,microtubule structures 1,"cytosolic leucyl aminopeptidase, putative, metallo-peptidase, Clan MF, Family M17",Protease,microtubule structures 1,"flagellum[distal,25%],cortical cytoskeleton[middle,strong]"
Tb927.3.5090,Unknown,"tryparedoxin 2, putative",Redox,Unknown,0
Tb927.4.430,proteasome,proteasome beta 7 subunit,Ubiquitin.proteasome,proteasome,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.11.16540,cytosol,"Roadblock/LC7 domain containing protein, putative",ZUnknown,cytosol,"axoneme,cytoplasm[weak]"
Tb927.4.4660,Unknown,"Protein of Unknown function DUF84, putative",ZUnknown,Unknown,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.7.900,endoplasmic reticulum,"hypothetical protein, conserved",ZUnknown,endoplasmic reticulum,0
Tb927.8.5070,ribonucleoproteins 1,"hypothetical protein, conserved",ZUnknown,ribonucleoproteins 1,cytoplasm[patchy]
Tb927.3.3690,flagellum 1,"flagellar radial spoke protein-like, putative",Cytoskeleton,flagellum 1,axoneme
Tb927.7.3370,intraflagellar transport,"Intraflagellar transport protein 74, putative",Cytoskeleton,intraflagellar transport,intraflagellar transport particle
Tb927.1.4490,Unknown,"N-acetyltransferase 2, putative",Lipids,Unknown,0
Tb927.9.10520,Unknown,"hypothetical protein, conserved",Mito.e.transport,Unknown,Unknown
Tb927.10.13720,cytosol,"RNA-binding protein 29, putative",RNA.binding,cytosol,nucleoplasm
Tb927.7.2240,Unknown,"hypothetical protein, conserved",RNA.binding,Unknown,nucleoplasm[50%]
Tb927.3.2490,Unknown,Kinesin-like protein PH1,RNA.degradation,Unknown,0
Tb927.8.2080,secretory/endocytic 3,"Fungal tRNA ligase phosphodiesterase domain containing protein, putative",rRNA.tRNA.process,secretory/endocytic 3,"cytoplasm,flagellar cytoplasm,nuclear lumen"
Tb927.10.12360,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"cytoplasm,flagella connector,flagellar cytoplasm,nuclear lumen"
Tb927.7.6910,flagellum 1,"Phosphatidylinositol 4-phosphate 5-kinase, putative",ZUnknown,flagellum 1,axoneme
Tb927.11.5090,Unknown,"aspartate aminotransferase, mitochondrial",Amino.acids,Unknown,Unknown
Tb927.8.3690,mitochondrion - matrix 2,"isocitrate dehydrogenase [NADP], mitochondrial precursor, putative",Citric.acid.cycle,mitochondrion - matrix 2,0
Tb927.1.2670,flagellum 1,paralyzed flagella 16,Cytoskeleton,flagellum 1,axoneme
Tb927.6.3630,mitochondrion - OM,Sphingosine-1-phosphate lyase,Lipids,mitochondrion - OM,cytoplasm[reticulated]
Tb927.7.3980,nucleus,"tc40 antigen-like, immunodominant antigen, putative",RNA.binding,nucleus,"cytoplasm[points],cell tip[anterior]"
Tb927.6.2330,Unknown,RGG protein,RNA.processing,Unknown,Unknown
Tb927.9.9730,Unknown,Flagellar pocket protein FP45,Vesicular.transport,Unknown,"cytoplasm[weak],hook complex"
Tb927.11.13270,Unknown,"hypothetical protein, conserved",ZUnknown,Unknown,"cortical cytoskeleton[anterior,75%]"
